STATION,DATE,TMAX,TMIN
GHCND:USW00013994,19970308,161,33
GHCND:USW00013994,19970309,150,11
GHCND:USW00013994,19970310,167,-11
GHCND:USW00013994,19970311,161,22
GHCND:USW00013994,19970312,156,28
GHCND:USW00013994,19970313,106,72
GHCND:USW00013994,19970314,94,-39
GHCND:USW00013994,19970315,6,-61
GHCND:USW00013994,19970316,83,-67
GHCND:USW00013994,19970317,167,72
GHCND:USW00013994,19970318,122,39
GHCND:USW00013994,19970319,117,0
GHCND:USW00013994,19970320,189,50
GHCND:USW00013994,19970321,306,72
GHCND:USW00013994,19970322,100,28
GHCND:USW00013994,19970323,150,28
GHCND:USW00013994,19970324,211,61
GHCND:USW00013994,19970325,194,44
GHCND:USW00013994,19970326,172,-11
GHCND:USW00013994,19970327,233,72
GHCND:USW00013994,19970328,244,89
GHCND:USW00013994,19970329,161,72
GHCND:USW00013994,19970330,139,67
GHCND:USW00013994,19970331,144,6
GHCND:USW00013994,19970401,172,33
GHCND:USW00013994,19970402,211,78
GHCND:USW00013994,19970403,261,117
GHCND:USW00013994,19970404,200,150
GHCND:USW00013994,19970405,217,144
GHCND:USW00013994,19970406,167,33
GHCND:USW00013994,19970407,100,6
GHCND:USW00013994,19970408,83,-17
GHCND:USW00013994,19970409,67,-39
GHCND:USW00013994,19970410,56,0
GHCND:USW00013994,19970411,150,39
GHCND:USW00013994,19970412,56,22
GHCND:USW00013994,19970413,106,6
GHCND:USW00013994,19970414,150,-17
GHCND:USW00013994,19970415,211,50
GHCND:USW00013994,19970416,144,33
GHCND:USW00013994,19970417,122,0
GHCND:USW00013994,19970418,206,22
GHCND:USW00013994,19970419,189,83
GHCND:USW00013994,19970420,161,100
GHCND:USW00013994,19970421,156,94
GHCND:USW00013994,19970422,156,78
GHCND:USW00013994,19970423,161,44
GHCND:USW00013994,19970424,167,44
GHCND:USW00013994,19970425,183,33
GHCND:USW00013994,19970426,178,78
GHCND:USW00013994,19970427,139,56
GHCND:USW00013994,19970428,178,44
GHCND:USW00013994,19970429,222,61
GHCND:USW00013994,19970430,278,61
GHCND:USW00013994,19970501,183,50
GHCND:USW00013994,19970502,206,111
GHCND:USW00013994,19970503,156,78
GHCND:USW00013994,19970504,211,56
GHCND:USW00013994,19970505,244,128
GHCND:USW00013994,19970506,222,78
GHCND:USW00013994,19970507,250,111
GHCND:USW00013994,19970508,250,150
GHCND:USW00013994,19970509,200,100
GHCND:USW00013994,19970510,217,61
GHCND:USW00013994,19970511,267,106
GHCND:USW00013994,19970512,183,94
GHCND:USW00013994,19970513,183,72
GHCND:USW00013994,19970514,206,83
GHCND:USW00013994,19970515,172,61
GHCND:USW00013994,19970516,233,44
GHCND:USW00013994,19970517,306,156
GHCND:USW00013994,19970518,328,189
GHCND:USW00013994,19970519,250,128
GHCND:USW00013994,19970520,211,72
GHCND:USW00013994,19970521,206,89
GHCND:USW00013994,19970522,206,78
GHCND:USW00013994,19970523,256,89
GHCND:USW00013994,19970524,250,183
GHCND:USW00013994,19970525,267,183
GHCND:USW00013994,19970526,183,122
GHCND:USW00013994,19970527,178,111
GHCND:USW00013994,19970528,206,144
GHCND:USW00013994,19970529,222,128
GHCND:USW00013994,19970530,172,150
GHCND:USW00013994,19970531,228,150
GHCND:USW00013994,19970601,200,133
GHCND:USW00013994,19970602,222,144
GHCND:USW00013994,19970603,211,150
GHCND:USW00013994,19970604,206,150
GHCND:USW00013994,19970605,217,150
GHCND:USW00013994,19970606,261,144
GHCND:USW00013994,19970607,256,144
GHCND:USW00013994,19970608,222,161
GHCND:USW00013994,19970609,211,144
GHCND:USW00013994,19970610,244,156
GHCND:USW00013994,19970611,267,156
GHCND:USW00013994,19970612,278,189
GHCND:USW00013994,19970613,244,189
GHCND:USW00013994,19970614,267,183
GHCND:USW00013994,19970615,283,161
GHCND:USW00013994,19970616,283,194
GHCND:USW00013994,19970617,267,194
GHCND:USW00013994,19970618,306,178
GHCND:USW00013994,19970619,328,217
GHCND:USW00013994,19970620,328,239
GHCND:USW00013994,19970621,339,228
GHCND:USW00013994,19970622,289,228
GHCND:USW00013994,19970623,344,217
GHCND:USW00013994,19970624,339,239
GHCND:USW00013994,19970625,328,217
GHCND:USW00013994,19970626,300,211
GHCND:USW00013994,19970627,306,194
GHCND:USW00013994,19970628,311,206
GHCND:USW00013994,19970629,317,222
GHCND:USW00013994,19970630,317,233
GHCND:USW00013994,19970701,328,222
GHCND:USW00013994,19970702,344,217
GHCND:USW00013994,19970703,300,183
GHCND:USW00013994,19970704,217,150
GHCND:USW00013994,19970705,267,133
GHCND:USW00013994,19970706,294,172
GHCND:USW00013994,19970707,317,194
GHCND:USW00013994,19970708,328,211
GHCND:USW00013994,19970709,289,189
GHCND:USW00013994,19970710,278,178
GHCND:USW00013994,19970711,311,189
GHCND:USW00013994,19970712,339,228
GHCND:USW00013994,19970713,356,250
GHCND:USW00013994,19970714,367,250
GHCND:USW00013994,19970715,328,206
GHCND:USW00013994,19970716,333,194
GHCND:USW00013994,19970717,356,211
GHCND:USW00013994,19970718,367,250
GHCND:USW00013994,19970719,356,217
GHCND:USW00013994,19970720,339,228
GHCND:USW00013994,19970721,350,244
GHCND:USW00013994,19970722,322,244
GHCND:USW00013994,19970723,311,228
GHCND:USW00013994,19970724,317,222
GHCND:USW00013994,19970725,367,256
GHCND:USW00013994,19970726,372,267
GHCND:USW00013994,19970727,367,261
GHCND:USW00013994,19970728,333,256
GHCND:USW00013994,19970729,289,200
GHCND:USW00013994,19970730,278,172
GHCND:USW00013994,19970731,289,150
GHCND:USW00013994,19970801,317,172
GHCND:USW00013994,19970802,328,228
GHCND:USW00013994,19970803,350,239
GHCND:USW00013994,19970804,322,217
GHCND:USW00013994,19970805,261,167
GHCND:USW00013994,19970806,261,150
GHCND:USW00013994,19970807,278,139
GHCND:USW00013994,19970808,283,156
GHCND:USW00013994,19970809,250,200
GHCND:USW00013994,19970810,300,211
GHCND:USW00013994,19970811,322,228
GHCND:USW00013994,19970812,311,222
GHCND:USW00013994,19970813,256,200
GHCND:USW00013994,19970814,267,178
GHCND:USW00013994,19970815,339,211
GHCND:USW00013994,19970816,356,267
GHCND:USW00013994,19970817,289,217
GHCND:USW00013994,19970818,267,194
GHCND:USW00013994,19970819,206,178
GHCND:USW00013994,19970820,261,178
GHCND:USW00013994,19970821,250,150
GHCND:USW00013994,19970822,261,150
GHCND:USW00013994,19970823,267,150
GHCND:USW00013994,19970824,306,178
GHCND:USW00013994,19970825,300,211
GHCND:USW00013994,19970826,322,228
GHCND:USW00013994,19970827,306,228
GHCND:USW00013994,19970828,322,217
GHCND:USW00013994,19970829,289,211
GHCND:USW00013994,19970830,306,217
GHCND:USW00013994,19970831,317,206
GHCND:USW00013994,19970901,317,217
GHCND:USW00013994,19970902,339,228
GHCND:USW00013994,19970903,228,144
GHCND:USW00013994,19970904,217,106
GHCND:USW00013994,19970905,261,100
GHCND:USW00013994,19970906,294,150
GHCND:USW00013994,19970907,311,200
GHCND:USW00013994,19970908,272,189
GHCND:USW00013994,19970909,261,172
GHCND:USW00013994,19970910,244,139
GHCND:USW00013994,19970911,244,111
GHCND:USW00013994,19970912,261,117
GHCND:USW00013994,19970913,256,172
GHCND:USW00013994,19970914,289,206
GHCND:USW00013994,19970915,300,211
GHCND:USW00013994,19970916,339,217
GHCND:USW00013994,19970917,272,189
GHCND:USW00013994,19970918,294,172
GHCND:USW00013994,19970919,322,228
GHCND:USW00013994,19970920,267,161
GHCND:USW00013994,19970921,217,133
GHCND:USW00013994,19970922,233,122
GHCND:USW00013994,19970923,178,144
GHCND:USW00013994,19970924,222,133
GHCND:USW00013994,19970925,256,100
GHCND:USW00013994,19970926,267,122
GHCND:USW00013994,19970927,261,128
GHCND:USW00013994,19970928,228,150
GHCND:USW00013994,19970929,289,133
GHCND:USW00013994,19970930,256,128
GHCND:USW00013994,19971001,239,106
GHCND:USW00013994,19971002,283,133
GHCND:USW00013994,19971003,311,178
GHCND:USW00013994,19971004,317,194
GHCND:USW00013994,19971005,300,183
GHCND:USW00013994,19971006,300,172
GHCND:USW00013994,19971007,300,183
GHCND:USW00013994,19971008,272,222
GHCND:USW00013994,19971009,244,150
GHCND:USW00013994,19971010,239,144
GHCND:USW00013994,19971011,294,189
GHCND:USW00013994,19971012,267,211
GHCND:USW00013994,19971013,217,67
GHCND:USW00013994,19971014,161,56
GHCND:USW00013994,19971015,172,33
GHCND:USW00013994,19971016,161,72
GHCND:USW00013994,19971017,156,28
GHCND:USW00013994,19971018,156,22
GHCND:USW00013994,19971019,211,39
GHCND:USW00013994,19971020,156,67
GHCND:USW00013994,19971021,144,28
GHCND:USW00013994,19971022,111,-6
GHCND:USW00013994,19971023,150,72
GHCND:USW00013994,19971024,122,83
GHCND:USW00013994,19971025,122,94
GHCND:USW00013994,19971026,128,33
GHCND:USW00013994,19971027,72,11
GHCND:USW00013994,19971028,150,0
GHCND:USW00013994,19971029,178,39
GHCND:USW00013994,19971030,194,61
GHCND:USW00013994,19971031,211,128
GHCND:USW00013994,19971101,150,67
GHCND:USW00013994,19971102,100,33
GHCND:USW00013994,19971103,33,0
GHCND:USW00013994,19971104,67,17
GHCND:USW00013994,19971105,94,17
GHCND:USW00013994,19971106,89,72
GHCND:USW00013994,19971107,89,56
GHCND:USW00013994,19971108,94,39
GHCND:USW00013994,19971109,89,22
GHCND:USW00013994,19971110,61,17
GHCND:USW00013994,19971111,39,0
GHCND:USW00013994,19971112,28,-11
GHCND:USW00013994,19971113,22,-6
GHCND:USW00013994,19971114,22,-11
GHCND:USW00013994,19971115,17,-17
GHCND:USW00013994,19971116,-17,-67
GHCND:USW00013994,19971117,61,-78
GHCND:USW00013994,19971118,111,-6
GHCND:USW00013994,19971119,122,-6
GHCND:USW00013994,19971120,167,33
GHCND:USW00013994,19971121,94,39
GHCND:USW00013994,19971122,100,22
GHCND:USW00013994,19971123,61,-28
GHCND:USW00013994,19971124,89,-39
GHCND:USW00013994,19971125,183,61
GHCND:USW00013994,19971126,144,6
GHCND:USW00013994,19971127,161,-6
GHCND:USW00013994,19971128,194,156
GHCND:USW00013994,19971129,161,122
GHCND:USW00013994,19971130,150,33
GHCND:USW00013994,19971201,56,22
GHCND:USW00013994,19971202,89,0
GHCND:USW00013994,19971203,72,28
GHCND:USW00013994,19971204,39,-11
GHCND:USW00013994,19971205,-11,-56
GHCND:USW00013994,19971206,-6,-50
GHCND:USW00013994,19971207,-11,-28
GHCND:USW00013994,19971208,-6,-22
GHCND:USW00013994,19971209,17,-11
GHCND:USW00013994,19971210,22,6
GHCND:USW00013994,19971211,28,0
GHCND:USW00013994,19971212,11,-11
GHCND:USW00013994,19971213,56,-39
GHCND:USW00013994,19971214,61,-61
GHCND:USW00013994,19971215,122,-39
GHCND:USW00013994,19971216,139,6
GHCND:USW00013994,19971217,94,-33
GHCND:USW00013994,19971218,161,0
GHCND:USW00013994,19971219,167,11
GHCND:USW00013994,19971220,72,0
GHCND:USW00013994,19971221,44,0
GHCND:USW00013994,19971222,50,28
GHCND:USW00013994,19971223,50,0
GHCND:USW00013994,19971224,44,17
GHCND:USW00013994,19971225,17,6
GHCND:USW00013994,19971226,33,-11
GHCND:USW00013994,19971227,17,-44
GHCND:USW00013994,19971228,44,-39
GHCND:USW00013994,19971229,22,-33
GHCND:USW00013994,19971230,11,-44
GHCND:USW00013994,19971231,-11,-44
GHCND:USW00013994,19980101,139,-44
GHCND:USW00013994,19980102,133,72
GHCND:USW00013994,19980103,172,128
GHCND:USW00013994,19980104,150,128
GHCND:USW00013994,19980105,150,106
GHCND:USW00013994,19980106,144,61
GHCND:USW00013994,19980107,67,33
GHCND:USW00013994,19980108,39,6
GHCND:USW00013994,19980109,28,0
GHCND:USW00013994,19980110,0,-78
GHCND:USW00013994,19980111,-17,-39
GHCND:USW00013994,19980112,11,-33
GHCND:USW00013994,19980113,-33,-106
GHCND:USW00013994,19980114,11,-67
GHCND:USW00013994,19980115,-17,-78
GHCND:USW00013994,19980116,-17,-89
GHCND:USW00013994,19980117,17,-39
GHCND:USW00013994,19980118,0,-72
GHCND:USW00013994,19980119,-28,-78
GHCND:USW00013994,19980120,22,-44
GHCND:USW00013994,19980121,67,6
GHCND:USW00013994,19980122,11,-6
GHCND:USW00013994,19980123,6,-28
GHCND:USW00013994,19980124,-11,-61
GHCND:USW00013994,19980125,78,-39
GHCND:USW00013994,19980126,94,6
GHCND:USW00013994,19980127,133,33
GHCND:USW00013994,19980128,183,17
GHCND:USW00013994,19980129,94,11
GHCND:USW00013994,19980130,100,-17
GHCND:USW00013994,19980131,122,-33
GHCND:USW00013994,19980201,139,50
GHCND:USW00013994,19980202,78,6
GHCND:USW00013994,19980203,89,-28
GHCND:USW00013994,19980204,33,-11
GHCND:USW00013994,19980205,33,-11
GHCND:USW00013994,19980206,50,0
GHCND:USW00013994,19980207,94,-44
GHCND:USW00013994,19980208,94,-28
GHCND:USW00013994,19980209,128,-33
GHCND:USW00013994,19980210,100,33
GHCND:USW00013994,19980211,111,28
GHCND:USW00013994,19980212,56,-6
GHCND:USW00013994,19980213,67,-22
GHCND:USW00013994,19980214,100,-39
GHCND:USW00013994,19980215,106,6
GHCND:USW00013994,19980216,100,56
GHCND:USW00013994,19980217,100,56
GHCND:USW00013994,19980218,72,44
GHCND:USW00013994,19980219,67,50
GHCND:USW00013994,19980220,78,50
GHCND:USW00013994,19980221,83,33
GHCND:USW00013994,19980222,111,22
GHCND:USW00013994,19980223,139,22
GHCND:USW00013994,19980224,178,67
GHCND:USW00013994,19980225,189,56
GHCND:USW00013994,19980226,156,89
GHCND:USW00013994,19980227,133,44
GHCND:USW00013994,19980228,94,22
GHCND:USW00013994,19980301,39,-11
GHCND:USW00013994,19980302,44,-11
GHCND:USW00013994,19980303,22,-6
GHCND:USW00013994,19980304,50,-11
GHCND:USW00013994,19980305,78,-22
GHCND:USW00013994,19980306,100,11
GHCND:USW00013994,19980307,72,44
GHCND:USW00013994,19980308,128,11
GHCND:USW00013994,19980309,11,-78
GHCND:USW00013994,19980310,-39,-100
GHCND:USW00013994,19980311,-61,-106
GHCND:USW00013994,19980312,-11,-156
GHCND:USW00013994,19980313,144,-28
GHCND:USW00013994,19980314,83,-28
GHCND:USW00013994,19980315,44,-33
GHCND:USW00013994,19980316,39,17
GHCND:USW00013994,19980317,139,33
GHCND:USW00013994,19980318,122,67
GHCND:USW00013994,19980319,67,44
GHCND:USW00013994,19980320,44,6
GHCND:USW00013994,19980321,89,-6
GHCND:USW00013994,19980322,100,-6
GHCND:USW00013994,19980323,111,17
GHCND:USW00013994,19980324,122,-22
GHCND:USW00013994,19980325,228,83
GHCND:USW00013994,19980326,272,167
GHCND:USW00013994,19980327,256,117
GHCND:USW00013994,19980328,239,139
GHCND:USW00013994,19980329,272,133
GHCND:USW00013994,19980330,261,194
GHCND:USW00013994,19980331,239,94
GHCND:USW00013994,19980401,133,39
GHCND:USW00013994,19980402,172,22
GHCND:USW00013994,19980403,89,50
GHCND:USW00013994,19980404,89,17
GHCND:USW00013994,19980405,156,6
GHCND:USW00013994,19980406,211,44
GHCND:USW00013994,19980407,250,128
GHCND:USW00013994,19980408,206,94
GHCND:USW00013994,19980409,94,61
GHCND:USW00013994,19980410,172,61
GHCND:USW00013994,19980411,217,39
GHCND:USW00013994,19980412,244,117
GHCND:USW00013994,19980413,189,133
GHCND:USW00013994,19980414,228,106
GHCND:USW00013994,19980415,200,139
GHCND:USW00013994,19980416,156,67
GHCND:USW00013994,19980417,150,28
GHCND:USW00013994,19980418,144,50
GHCND:USW00013994,19980419,178,39
GHCND:USW00013994,19980420,211,100
GHCND:USW00013994,19980421,150,72
GHCND:USW00013994,19980422,161,83
GHCND:USW00013994,19980423,211,61
GHCND:USW00013994,19980424,250,100
GHCND:USW00013994,19980425,267,133
GHCND:USW00013994,19980426,244,156
GHCND:USW00013994,19980427,156,78
GHCND:USW00013994,19980428,122,83
GHCND:USW00013994,19980429,228,106
GHCND:USW00013994,19980430,156,111
GHCND:USW00013994,19980501,189,106
GHCND:USW00013994,19980502,222,111
GHCND:USW00013994,19980503,189,89
GHCND:USW00013994,19980504,217,122
GHCND:USW00013994,19980505,267,128
GHCND:USW00013994,19980506,222,167
GHCND:USW00013994,19980507,206,161
GHCND:USW00013994,19980508,222,156
GHCND:USW00013994,19980509,233,139
GHCND:USW00013994,19980510,250,139
GHCND:USW00013994,19980511,256,117
GHCND:USW00013994,19980512,294,161
GHCND:USW00013994,19980513,294,194
GHCND:USW00013994,19980514,317,194
GHCND:USW00013994,19980515,294,222
GHCND:USW00013994,19980516,300,172
GHCND:USW00013994,19980517,311,156
GHCND:USW00013994,19980518,317,178
GHCND:USW00013994,19980519,328,206
GHCND:USW00013994,19980520,300,222
GHCND:USW00013994,19980521,267,172
GHCND:USW00013994,19980522,233,178
GHCND:USW00013994,19980523,283,194
GHCND:USW00013994,19980524,267,200
GHCND:USW00013994,19980525,244,172
GHCND:USW00013994,19980526,233,178
GHCND:USW00013994,19980527,267,189
GHCND:USW00013994,19980528,306,200
GHCND:USW00013994,19980529,306,200
GHCND:USW00013994,19980530,306,217
GHCND:USW00013994,19980531,328,194
GHCND:USW00013994,19980601,278,167
GHCND:USW00013994,19980602,328,228
GHCND:USW00013994,19980603,233,156
GHCND:USW00013994,19980604,156,128
GHCND:USW00013994,19980605,156,111
GHCND:USW00013994,19980606,211,89
GHCND:USW00013994,19980607,256,111
GHCND:USW00013994,19980608,189,150
GHCND:USW00013994,19980609,294,161
GHCND:USW00013994,19980610,306,178
GHCND:USW00013994,19980611,294,217
GHCND:USW00013994,19980612,328,211
GHCND:USW00013994,19980613,283,189
GHCND:USW00013994,19980614,300,194
GHCND:USW00013994,19980615,244,183
GHCND:USW00013994,19980616,267,172
GHCND:USW00013994,19980617,322,178
GHCND:USW00013994,19980618,317,222
GHCND:USW00013994,19980619,328,200
GHCND:USW00013994,19980620,267,211
GHCND:USW00013994,19980621,311,200
GHCND:USW00013994,19980622,306,217
GHCND:USW00013994,19980623,339,222
GHCND:USW00013994,19980624,344,250
GHCND:USW00013994,19980625,356,261
GHCND:USW00013994,19980626,350,267
GHCND:USW00013994,19980627,344,256
GHCND:USW00013994,19980628,350,250
GHCND:USW00013994,19980629,333,211
GHCND:USW00013994,19980630,311,217
GHCND:USW00013994,19980701,306,206
GHCND:USW00013994,19980702,317,211
GHCND:USW00013994,19980703,333,228
GHCND:USW00013994,19980704,278,211
GHCND:USW00013994,19980705,300,206
GHCND:USW00013994,19980706,356,244
GHCND:USW00013994,19980707,344,244
GHCND:USW00013994,19980708,328,239
GHCND:USW00013994,19980709,322,228
GHCND:USW00013994,19980710,278,228
GHCND:USW00013994,19980711,289,228
GHCND:USW00013994,19980712,300,194
GHCND:USW00013994,19980713,311,217
GHCND:USW00013994,19980714,256,217
GHCND:USW00013994,19980715,267,217
GHCND:USW00013994,19980716,322,211
GHCND:USW00013994,19980717,289,206
GHCND:USW00013994,19980718,356,233
GHCND:USW00013994,19980719,367,244
GHCND:USW00013994,19980720,367,272
GHCND:USW00013994,19980721,367,272
GHCND:USW00013994,19980722,361,222
GHCND:USW00013994,19980723,289,222
GHCND:USW00013994,19980724,256,206
GHCND:USW00013994,19980725,272,183
GHCND:USW00013994,19980726,228,183
GHCND:USW00013994,19980727,261,194
GHCND:USW00013994,19980728,317,178
GHCND:USW00013994,19980729,294,217
GHCND:USW00013994,19980730,244,178
GHCND:USW00013994,19980731,278,161
GHCND:USW00013994,19980801,283,200
GHCND:USW00013994,19980802,283,178
GHCND:USW00013994,19980803,311,211
GHCND:USW00013994,19980804,328,228
GHCND:USW00013994,19980805,306,228
GHCND:USW00013994,19980806,294,217
GHCND:USW00013994,19980807,283,222
GHCND:USW00013994,19980808,278,228
GHCND:USW00013994,19980809,311,206
GHCND:USW00013994,19980810,339,228
GHCND:USW00013994,19980811,306,222
GHCND:USW00013994,19980812,289,200
GHCND:USW00013994,19980813,278,194
GHCND:USW00013994,19980814,294,194
GHCND:USW00013994,19980815,317,200
GHCND:USW00013994,19980816,317,211
GHCND:USW00013994,19980817,322,222
GHCND:USW00013994,19980818,328,206
GHCND:USW00013994,19980819,311,228
GHCND:USW00013994,19980820,300,194
GHCND:USW00013994,19980821,322,200
GHCND:USW00013994,19980822,333,194
GHCND:USW00013994,19980823,344,244
GHCND:USW00013994,19980824,367,250
GHCND:USW00013994,19980825,333,239
GHCND:USW00013994,19980826,311,194
GHCND:USW00013994,19980827,311,222
GHCND:USW00013994,19980828,289,228
GHCND:USW00013994,19980829,311,206
GHCND:USW00013994,19980830,333,206
GHCND:USW00013994,19980831,289,200
GHCND:USW00013994,19980901,272,189
GHCND:USW00013994,19980902,294,183
GHCND:USW00013994,19980903,333,200
GHCND:USW00013994,19980904,333,233
GHCND:USW00013994,19980905,356,222
GHCND:USW00013994,19980906,350,228
GHCND:USW00013994,19980907,322,206
GHCND:USW00013994,19980908,250,150
GHCND:USW00013994,19980909,244,117
GHCND:USW00013994,19980910,267,122
GHCND:USW00013994,19980911,306,133
GHCND:USW00013994,19980912,322,167
GHCND:USW00013994,19980913,289,189
GHCND:USW00013994,19980914,256,211
GHCND:USW00013994,19980915,283,211
GHCND:USW00013994,19980916,261,211
GHCND:USW00013994,19980917,256,206
GHCND:USW00013994,19980918,289,183
GHCND:USW00013994,19980919,311,189
GHCND:USW00013994,19980920,322,222
GHCND:USW00013994,19980921,278,178
GHCND:USW00013994,19980922,233,156
GHCND:USW00013994,19980923,228,122
GHCND:USW00013994,19980924,222,167
GHCND:USW00013994,19980925,311,200
GHCND:USW00013994,19980926,328,222
GHCND:USW00013994,19980927,322,222
GHCND:USW00013994,19980928,289,189
GHCND:USW00013994,19980929,317,200
GHCND:USW00013994,19980930,261,183
GHCND:USW00013994,19981001,194,117
GHCND:USW00013994,19981002,217,122
GHCND:USW00013994,19981003,211,133
GHCND:USW00013994,19981004,250,139
GHCND:USW00013994,19981005,261,189
GHCND:USW00013994,19981006,206,133
GHCND:USW00013994,19981007,183,106
GHCND:USW00013994,19981008,139,72
GHCND:USW00013994,19981009,189,50
GHCND:USW00013994,19981010,200,67
GHCND:USW00013994,19981011,228,83
GHCND:USW00013994,19981012,217,100
GHCND:USW00013994,19981013,211,67
GHCND:USW00013994,19981014,228,78
GHCND:USW00013994,19981015,261,111
GHCND:USW00013994,19981016,267,144
GHCND:USW00013994,19981017,250,189
GHCND:USW00013994,19981018,200,78
GHCND:USW00013994,19981019,189,61
GHCND:USW00013994,19981020,189,72
GHCND:USW00013994,19981021,183,83
GHCND:USW00013994,19981022,139,28
GHCND:USW00013994,19981023,167,28
GHCND:USW00013994,19981024,200,61
GHCND:USW00013994,19981025,222,78
GHCND:USW00013994,19981026,244,111
GHCND:USW00013994,19981027,261,128
GHCND:USW00013994,19981028,250,178
GHCND:USW00013994,19981029,239,161
GHCND:USW00013994,19981030,211,111
GHCND:USW00013994,19981031,161,72
GHCND:USW00013994,19981101,172,128
GHCND:USW00013994,19981102,139,94
GHCND:USW00013994,19981103,94,39
GHCND:USW00013994,19981104,61,22
GHCND:USW00013994,19981105,67,17
GHCND:USW00013994,19981106,72,-6
GHCND:USW00013994,19981107,67,-22
GHCND:USW00013994,19981108,83,28
GHCND:USW00013994,19981109,161,72
GHCND:USW00013994,19981110,200,56
GHCND:USW00013994,19981111,111,28
GHCND:USW00013994,19981112,161,6
GHCND:USW00013994,19981113,150,67
GHCND:USW00013994,19981114,189,72
GHCND:USW00013994,19981115,106,56
GHCND:USW00013994,19981116,189,50
GHCND:USW00013994,19981117,139,11
GHCND:USW00013994,19981118,189,44
GHCND:USW00013994,19981119,139,56
GHCND:USW00013994,19981120,106,11
GHCND:USW00013994,19981121,117,-17
GHCND:USW00013994,19981122,178,56
GHCND:USW00013994,19981123,183,50
GHCND:USW00013994,19981124,156,17
GHCND:USW00013994,19981125,167,78
GHCND:USW00013994,19981126,200,39
GHCND:USW00013994,19981127,222,33
GHCND:USW00013994,19981128,222,83
GHCND:USW00013994,19981129,228,156
GHCND:USW00013994,19981130,183,61
GHCND:USW00013994,19981201,161,33
GHCND:USW00013994,19981202,206,44
GHCND:USW00013994,19981203,233,167
GHCND:USW00013994,19981204,200,133
GHCND:USW00013994,19981205,222,111
GHCND:USW00013994,19981206,222,44
GHCND:USW00013994,19981207,50,28
GHCND:USW00013994,19981208,61,-17
GHCND:USW00013994,19981209,94,-28
GHCND:USW00013994,19981210,50,-22
GHCND:USW00013994,19981211,61,-44
GHCND:USW00013994,19981212,83,-17
GHCND:USW00013994,19981213,106,-17
GHCND:USW00013994,19981214,117,-22
GHCND:USW00013994,19981215,144,-22
GHCND:USW00013994,19981216,61,11
GHCND:USW00013994,19981217,61,6
GHCND:USW00013994,19981218,144,22
GHCND:USW00013994,19981219,61,0
GHCND:USW00013994,19981220,33,0
GHCND:USW00013994,19981221,11,-94
GHCND:USW00013994,19981222,-78,-139
GHCND:USW00013994,19981223,-39,-111
GHCND:USW00013994,19981224,-22,-111
GHCND:USW00013994,19981225,33,-78
GHCND:USW00013994,19981226,33,-39
GHCND:USW00013994,19981227,89,-6
GHCND:USW00013994,19981228,72,-50
GHCND:USW00013994,19981229,50,-94
GHCND:USW00013994,19981230,-72,-139
GHCND:USW00013994,19981231,-72,-139
GHCND:USW00013994,19990101,-61,-128
GHCND:USW00013994,19990102,-17,-89
GHCND:USW00013994,19990103,-78,-144
GHCND:USW00013994,19990104,-117,-183
GHCND:USW00013994,19990105,-17,-206
GHCND:USW00013994,19990106,61,-67
GHCND:USW00013994,19990107,-67,-133
GHCND:USW00013994,19990108,-78,-100
GHCND:USW00013994,19990109,-94,-172
GHCND:USW00013994,19990110,-17,-100
GHCND:USW00013994,19990111,83,-89
GHCND:USW00013994,19990112,100,11
GHCND:USW00013994,19990113,11,-67
GHCND:USW00013994,19990114,-33,-78
GHCND:USW00013994,19990115,17,-39
GHCND:USW00013994,19990116,89,17
GHCND:USW00013994,19990117,94,22
GHCND:USW00013994,19990118,72,-6
GHCND:USW00013994,19990119,128,-33
GHCND:USW00013994,19990120,67,-33
GHCND:USW00013994,19990121,156,33
GHCND:USW00013994,19990122,150,28
GHCND:USW00013994,19990123,28,6
GHCND:USW00013994,19990124,89,17
GHCND:USW00013994,19990125,44,-17
GHCND:USW00013994,19990126,122,-28
GHCND:USW00013994,19990127,200,78
GHCND:USW00013994,19990128,78,11
GHCND:USW00013994,19990129,50,-6
GHCND:USW00013994,19990130,83,6
GHCND:USW00013994,19990131,83,33
GHCND:USW00013994,19990201,89,56
GHCND:USW00013994,19990202,94,17
GHCND:USW00013994,19990203,167,6
GHCND:USW00013994,19990204,94,-11
GHCND:USW00013994,19990205,156,-11
GHCND:USW00013994,19990206,144,61
GHCND:USW00013994,19990207,94,50
GHCND:USW00013994,19990208,172,72
GHCND:USW00013994,19990209,156,44
GHCND:USW00013994,19990210,206,39
GHCND:USW00013994,19990211,222,0
GHCND:USW00013994,19990212,67,-17
GHCND:USW00013994,19990213,33,-67
GHCND:USW00013994,19990214,111,-11
GHCND:USW00013994,19990215,183,39
GHCND:USW00013994,19990216,100,28
GHCND:USW00013994,19990217,67,-11
GHCND:USW00013994,19990218,50,-11
GHCND:USW00013994,19990219,67,11
GHCND:USW00013994,19990220,28,-11
GHCND:USW00013994,19990221,33,-39
GHCND:USW00013994,19990222,28,-67
GHCND:USW00013994,19990223,11,-6
GHCND:USW00013994,19990224,94,6
GHCND:USW00013994,19990225,106,-17
GHCND:USW00013994,19990226,139,-6
GHCND:USW00013994,19990227,200,67
GHCND:USW00013994,19990228,106,28
GHCND:USW00013994,19990301,156,-17
GHCND:USW00013994,19990302,150,11
GHCND:USW00013994,19990303,50,-22
GHCND:USW00013994,19990304,100,-56
