STATION,DATE,TMAX,TMIN
GHCND:USW00013994,19910104,-22,-106
GHCND:USW00013994,19910105,22,-28
GHCND:USW00013994,19910106,6,-44
GHCND:USW00013994,19910107,-11,-56
GHCND:USW00013994,19910108,17,-22
GHCND:USW00013994,19910109,11,-17
GHCND:USW00013994,19910110,11,-22
GHCND:USW00013994,19910111,17,-6
GHCND:USW00013994,19910112,-6,-22
GHCND:USW00013994,19910113,33,-33
GHCND:USW00013994,19910114,94,22
GHCND:USW00013994,19910115,56,6
GHCND:USW00013994,19910116,22,0
GHCND:USW00013994,19910117,11,-11
GHCND:USW00013994,19910118,94,6
GHCND:USW00013994,19910119,89,17
GHCND:USW00013994,19910120,56,-94
GHCND:USW00013994,19910121,-67,-111
GHCND:USW00013994,19910122,11,-122
GHCND:USW00013994,19910123,78,-22
GHCND:USW00013994,19910124,-17,-72
GHCND:USW00013994,19910125,-22,-83
GHCND:USW00013994,19910126,-6,-67
GHCND:USW00013994,19910127,33,-44
GHCND:USW00013994,19910128,78,-56
GHCND:USW00013994,19910129,0,-72
GHCND:USW00013994,19910130,-39,-83
GHCND:USW00013994,19910131,44,-78
GHCND:USW00013994,19910201,144,6
GHCND:USW00013994,19910202,172,39
GHCND:USW00013994,19910203,183,28
GHCND:USW00013994,19910204,167,67
GHCND:USW00013994,19910205,122,50
GHCND:USW00013994,19910206,50,17
GHCND:USW00013994,19910207,39,6
GHCND:USW00013994,19910208,89,0
GHCND:USW00013994,19910209,172,6
GHCND:USW00013994,19910210,94,6
GHCND:USW00013994,19910211,106,-17
GHCND:USW00013994,19910212,128,-28
GHCND:USW00013994,19910213,139,33
GHCND:USW00013994,19910214,56,-89
GHCND:USW00013994,19910215,-72,-133
GHCND:USW00013994,19910216,61,-106
GHCND:USW00013994,19910217,78,28
GHCND:USW00013994,19910218,228,28
GHCND:USW00013994,19910219,83,-6
GHCND:USW00013994,19910220,167,-22
GHCND:USW00013994,19910221,222,67
GHCND:USW00013994,19910222,117,11
GHCND:USW00013994,19910223,94,-17
GHCND:USW00013994,19910224,61,0
GHCND:USW00013994,19910225,28,-39
GHCND:USW00013994,19910226,44,-56
GHCND:USW00013994,19910227,122,-28
GHCND:USW00013994,19910228,200,72
GHCND:USW00013994,19910301,144,100
GHCND:USW00013994,19910302,144,28
GHCND:USW00013994,19910303,28,-22
GHCND:USW00013994,19910304,83,-44
GHCND:USW00013994,19910305,150,33
GHCND:USW00013994,19910306,144,11
GHCND:USW00013994,19910307,72,-33
GHCND:USW00013994,19910308,133,-28
GHCND:USW00013994,19910309,83,11
GHCND:USW00013994,19910310,133,-17
GHCND:USW00013994,19910311,206,72
GHCND:USW00013994,19910312,150,78
GHCND:USW00013994,19910313,94,6
GHCND:USW00013994,19910314,44,-6
GHCND:USW00013994,19910315,106,-17
GHCND:USW00013994,19910316,167,56
GHCND:USW00013994,19910317,139,89
GHCND:USW00013994,19910318,133,61
GHCND:USW00013994,19910319,178,61
GHCND:USW00013994,19910320,211,106
GHCND:USW00013994,19910321,283,139
GHCND:USW00013994,19910322,211,156
GHCND:USW00013994,19910323,178,100
GHCND:USW00013994,19910324,200,94
GHCND:USW00013994,19910325,272,106
GHCND:USW00013994,19910326,306,200
GHCND:USW00013994,19910327,283,44
GHCND:USW00013994,19910328,183,17
GHCND:USW00013994,19910329,72,0
GHCND:USW00013994,19910330,89,-22
GHCND:USW00013994,19910331,183,28
GHCND:USW00013994,19910401,200,50
GHCND:USW00013994,19910402,200,78
GHCND:USW00013994,19910403,233,111
GHCND:USW00013994,19910404,217,133
GHCND:USW00013994,19910405,267,128
GHCND:USW00013994,19910406,294,161
GHCND:USW00013994,19910407,283,178
GHCND:USW00013994,19910408,267,183
GHCND:USW00013994,19910409,211,94
GHCND:USW00013994,19910410,150,61
GHCND:USW00013994,19910411,139,67
GHCND:USW00013994,19910412,144,117
GHCND:USW00013994,19910413,200,144
GHCND:USW00013994,19910414,228,128
GHCND:USW00013994,19910415,222,100
GHCND:USW00013994,19910416,283,122
GHCND:USW00013994,19910417,250,133
GHCND:USW00013994,19910418,200,139
GHCND:USW00013994,19910419,150,100
GHCND:USW00013994,19910420,111,78
GHCND:USW00013994,19910421,156,44
GHCND:USW00013994,19910422,167,50
GHCND:USW00013994,19910423,217,67
GHCND:USW00013994,19910424,200,39
GHCND:USW00013994,19910425,144,106
GHCND:USW00013994,19910426,256,106
GHCND:USW00013994,19910427,267,172
GHCND:USW00013994,19910428,261,172
GHCND:USW00013994,19910429,278,167
GHCND:USW00013994,19910430,267,122
GHCND:USW00013994,19910501,206,111
GHCND:USW00013994,19910502,261,111
GHCND:USW00013994,19910503,183,144
GHCND:USW00013994,19910504,261,150
GHCND:USW00013994,19910505,222,89
GHCND:USW00013994,19910506,178,83
GHCND:USW00013994,19910507,272,94
GHCND:USW00013994,19910508,244,144
GHCND:USW00013994,19910509,217,156
GHCND:USW00013994,19910510,272,178
GHCND:USW00013994,19910511,278,194
GHCND:USW00013994,19910512,289,178
GHCND:USW00013994,19910513,289,200
GHCND:USW00013994,19910514,317,200
GHCND:USW00013994,19910515,283,189
GHCND:USW00013994,19910516,272,194
GHCND:USW00013994,19910517,328,206
GHCND:USW00013994,19910518,300,167
GHCND:USW00013994,19910519,206,178
GHCND:USW00013994,19910520,289,172
GHCND:USW00013994,19910521,294,217
GHCND:USW00013994,19910522,278,217
GHCND:USW00013994,19910523,311,211
GHCND:USW00013994,19910524,300,233
GHCND:USW00013994,19910525,294,222
GHCND:USW00013994,19910526,300,200
GHCND:USW00013994,19910527,339,200
GHCND:USW00013994,19910528,339,228
GHCND:USW00013994,19910529,306,211
GHCND:USW00013994,19910530,317,244
GHCND:USW00013994,19910531,322,233
GHCND:USW00013994,19910601,333,233
GHCND:USW00013994,19910602,339,228
GHCND:USW00013994,19910603,339,222
GHCND:USW00013994,19910604,322,217
GHCND:USW00013994,19910605,278,183
GHCND:USW00013994,19910606,278,167
GHCND:USW00013994,19910607,294,161
GHCND:USW00013994,19910608,306,172
GHCND:USW00013994,19910609,322,194
GHCND:USW00013994,19910610,294,217
GHCND:USW00013994,19910611,311,222
GHCND:USW00013994,19910612,328,206
GHCND:USW00013994,19910613,317,233
GHCND:USW00013994,19910614,350,233
GHCND:USW00013994,19910615,350,211
GHCND:USW00013994,19910616,283,211
GHCND:USW00013994,19910617,317,183
GHCND:USW00013994,19910618,311,183
GHCND:USW00013994,19910619,333,211
GHCND:USW00013994,19910620,344,228
GHCND:USW00013994,19910621,333,228
GHCND:USW00013994,19910622,294,211
GHCND:USW00013994,19910623,267,200
GHCND:USW00013994,19910624,306,217
GHCND:USW00013994,19910625,333,222
GHCND:USW00013994,19910626,328,239
GHCND:USW00013994,19910627,322,228
GHCND:USW00013994,19910628,328,228
GHCND:USW00013994,19910629,350,239
GHCND:USW00013994,19910630,361,250
GHCND:USW00013994,19910701,378,267
GHCND:USW00013994,19910702,322,217
GHCND:USW00013994,19910703,344,222
GHCND:USW00013994,19910704,322,194
GHCND:USW00013994,19910705,356,233
GHCND:USW00013994,19910706,378,261
GHCND:USW00013994,19910707,378,261
GHCND:USW00013994,19910708,339,261
GHCND:USW00013994,19910709,306,206
GHCND:USW00013994,19910710,294,206
GHCND:USW00013994,19910711,333,211
GHCND:USW00013994,19910712,344,222
GHCND:USW00013994,19910713,306,222
GHCND:USW00013994,19910714,300,206
GHCND:USW00013994,19910715,317,194
GHCND:USW00013994,19910716,322,211
GHCND:USW00013994,19910717,339,217
GHCND:USW00013994,19910718,350,233
GHCND:USW00013994,19910719,344,250
GHCND:USW00013994,19910720,344,244
GHCND:USW00013994,19910721,367,256
GHCND:USW00013994,19910722,367,272
GHCND:USW00013994,19910723,317,239
GHCND:USW00013994,19910724,244,200
GHCND:USW00013994,19910725,306,167
GHCND:USW00013994,19910726,283,178
GHCND:USW00013994,19910727,300,172
GHCND:USW00013994,19910728,283,206
GHCND:USW00013994,19910729,250,194
GHCND:USW00013994,19910730,294,156
GHCND:USW00013994,19910731,333,183
GHCND:USW00013994,19910801,361,233
GHCND:USW00013994,19910802,389,244
GHCND:USW00013994,19910803,389,256
GHCND:USW00013994,19910804,267,217
GHCND:USW00013994,19910805,272,189
GHCND:USW00013994,19910806,294,211
GHCND:USW00013994,19910807,356,222
GHCND:USW00013994,19910808,356,217
GHCND:USW00013994,19910809,233,200
GHCND:USW00013994,19910810,289,167
GHCND:USW00013994,19910811,294,172
GHCND:USW00013994,19910812,294,167
GHCND:USW00013994,19910813,306,167
GHCND:USW00013994,19910814,306,167
GHCND:USW00013994,19910815,322,200
GHCND:USW00013994,19910816,339,222
GHCND:USW00013994,19910817,328,211
GHCND:USW00013994,19910818,311,189
GHCND:USW00013994,19910819,267,172
GHCND:USW00013994,19910820,278,150
GHCND:USW00013994,19910821,328,183
GHCND:USW00013994,19910822,350,217
GHCND:USW00013994,19910823,356,222
GHCND:USW00013994,19910824,356,233
GHCND:USW00013994,19910825,356,239
GHCND:USW00013994,19910826,328,228
GHCND:USW00013994,19910827,339,239
GHCND:USW00013994,19910828,322,244
GHCND:USW00013994,19910829,317,233
GHCND:USW00013994,19910830,333,217
GHCND:USW00013994,19910831,333,228
GHCND:USW00013994,19910901,322,217
GHCND:USW00013994,19910902,339,233
GHCND:USW00013994,19910903,300,222
GHCND:USW00013994,19910904,283,206
GHCND:USW00013994,19910905,294,183
GHCND:USW00013994,19910906,317,194
GHCND:USW00013994,19910907,328,194
GHCND:USW00013994,19910908,306,228
GHCND:USW00013994,19910909,344,228
GHCND:USW00013994,19910910,339,256
GHCND:USW00013994,19910911,339,233
GHCND:USW00013994,19910912,361,256
GHCND:USW00013994,19910913,344,256
GHCND:USW00013994,19910914,350,267
GHCND:USW00013994,19910915,356,244
GHCND:USW00013994,19910916,283,183
GHCND:USW00013994,19910917,250,172
GHCND:USW00013994,19910918,217,106
GHCND:USW00013994,19910919,156,61
GHCND:USW00013994,19910920,172,50
GHCND:USW00013994,19910921,211,61
GHCND:USW00013994,19910922,172,133
GHCND:USW00013994,19910923,217,94
GHCND:USW00013994,19910924,206,117
GHCND:USW00013994,19910925,228,100
GHCND:USW00013994,19910926,183,89
GHCND:USW00013994,19910927,233,89
GHCND:USW00013994,19910928,278,139
GHCND:USW00013994,19910929,289,172
GHCND:USW00013994,19910930,289,167
GHCND:USW00013994,19911001,278,150
GHCND:USW00013994,19911002,294,167
GHCND:USW00013994,19911003,261,167
GHCND:USW00013994,19911004,294,117
GHCND:USW00013994,19911005,172,67
GHCND:USW00013994,19911006,139,39
GHCND:USW00013994,19911007,183,39
GHCND:USW00013994,19911008,250,106
GHCND:USW00013994,19911009,267,144
GHCND:USW00013994,19911010,228,128
GHCND:USW00013994,19911011,256,133
GHCND:USW00013994,19911012,200,100
GHCND:USW00013994,19911013,189,67
GHCND:USW00013994,19911014,172,117
GHCND:USW00013994,19911015,139,56
GHCND:USW00013994,19911016,200,39
GHCND:USW00013994,19911017,256,94
GHCND:USW00013994,19911018,239,67
GHCND:USW00013994,19911019,117,17
GHCND:USW00013994,19911020,156,28
GHCND:USW00013994,19911021,233,61
GHCND:USW00013994,19911022,272,133
GHCND:USW00013994,19911023,256,178
GHCND:USW00013994,19911024,267,189
GHCND:USW00013994,19911025,228,200
GHCND:USW00013994,19911026,206,161
GHCND:USW00013994,19911027,172,156
GHCND:USW00013994,19911028,233,167
GHCND:USW00013994,19911029,217,72
GHCND:USW00013994,19911030,72,22
GHCND:USW00013994,19911031,150,33
GHCND:USW00013994,19911101,156,-17
GHCND:USW00013994,19911102,-11,-50
GHCND:USW00013994,19911103,-22,-89
GHCND:USW00013994,19911104,0,-72
GHCND:USW00013994,19911105,94,-39
GHCND:USW00013994,19911106,67,-44
GHCND:USW00013994,19911107,-39,-100
GHCND:USW00013994,19911108,-22,-133
GHCND:USW00013994,19911109,39,-89
GHCND:USW00013994,19911110,111,-39
GHCND:USW00013994,19911111,39,-6
GHCND:USW00013994,19911112,67,22
GHCND:USW00013994,19911113,206,28
GHCND:USW00013994,19911114,144,117
GHCND:USW00013994,19911115,194,100
GHCND:USW00013994,19911116,100,83
GHCND:USW00013994,19911117,178,100
GHCND:USW00013994,19911118,239,156
GHCND:USW00013994,19911119,222,122
GHCND:USW00013994,19911120,128,72
GHCND:USW00013994,19911121,144,33
GHCND:USW00013994,19911122,178,50
GHCND:USW00013994,19911123,106,-11
GHCND:USW00013994,19911124,6,-50
GHCND:USW00013994,19911125,22,-78
GHCND:USW00013994,19911126,94,-11
GHCND:USW00013994,19911127,122,61
GHCND:USW00013994,19911128,172,106
GHCND:USW00013994,19911129,178,156
GHCND:USW00013994,19911130,167,6
GHCND:USW00013994,19911201,6,-28
GHCND:USW00013994,19911202,11,-11
GHCND:USW00013994,19911203,0,-89
GHCND:USW00013994,19911204,-44,-122
GHCND:USW00013994,19911205,122,-44
GHCND:USW00013994,19911206,128,-6
GHCND:USW00013994,19911207,206,83
GHCND:USW00013994,19911208,233,67
GHCND:USW00013994,19911209,128,33
GHCND:USW00013994,19911210,150,0
GHCND:USW00013994,19911211,167,89
GHCND:USW00013994,19911212,211,94
GHCND:USW00013994,19911213,122,67
GHCND:USW00013994,19911214,89,-22
GHCND:USW00013994,19911215,44,-33
GHCND:USW00013994,19911216,133,-39
GHCND:USW00013994,19911217,89,6
GHCND:USW00013994,19911218,6,-61
GHCND:USW00013994,19911219,17,-67
GHCND:USW00013994,19911220,56,11
GHCND:USW00013994,19911221,33,11
GHCND:USW00013994,19911222,89,11
GHCND:USW00013994,19911223,89,-11
GHCND:USW00013994,19911224,78,-33
GHCND:USW00013994,19911225,94,-28
GHCND:USW00013994,19911226,100,0
GHCND:USW00013994,19911227,89,-11
GHCND:USW00013994,19911228,44,28
GHCND:USW00013994,19911229,28,17
GHCND:USW00013994,19911230,22,11
GHCND:USW00013994,19911231,17,6
GHCND:USW00013994,19920101,56,6
GHCND:USW00013994,19920102,89,33
GHCND:USW00013994,19920103,56,11
GHCND:USW00013994,19920104,44,0
GHCND:USW00013994,19920105,56,28
GHCND:USW00013994,19920106,83,22
GHCND:USW00013994,19920107,89,56
GHCND:USW00013994,19920108,117,39
GHCND:USW00013994,19920109,39,0
GHCND:USW00013994,19920110,50,-28
GHCND:USW00013994,19920111,139,0
GHCND:USW00013994,19920112,72,28
GHCND:USW00013994,19920113,72,-11
GHCND:USW00013994,19920114,-11,-72
GHCND:USW00013994,19920115,-11,-128
GHCND:USW00013994,19920116,44,-133
GHCND:USW00013994,19920117,39,-39
GHCND:USW00013994,19920118,-39,-94
GHCND:USW00013994,19920119,72,-100
GHCND:USW00013994,19920120,100,-6
GHCND:USW00013994,19920121,144,28
GHCND:USW00013994,19920122,78,50
GHCND:USW00013994,19920123,67,6
GHCND:USW00013994,19920124,33,-44
GHCND:USW00013994,19920125,83,-28
GHCND:USW00013994,19920126,61,-44
GHCND:USW00013994,19920127,122,-6
GHCND:USW00013994,19920128,17,-22
GHCND:USW00013994,19920129,78,-11
GHCND:USW00013994,19920130,150,44
GHCND:USW00013994,19920131,144,6
GHCND:USW00013994,19920201,83,-11
GHCND:USW00013994,19920202,161,11
GHCND:USW00013994,19920203,194,61
GHCND:USW00013994,19920204,122,6
GHCND:USW00013994,19920205,72,-17
GHCND:USW00013994,19920206,128,-22
GHCND:USW00013994,19920207,50,-28
GHCND:USW00013994,19920208,-17,-67
GHCND:USW00013994,19920209,22,-78
GHCND:USW00013994,19920210,89,-22
GHCND:USW00013994,19920211,61,6
GHCND:USW00013994,19920212,6,-22
GHCND:USW00013994,19920213,28,0
GHCND:USW00013994,19920214,89,11
GHCND:USW00013994,19920215,128,28
GHCND:USW00013994,19920216,94,22
GHCND:USW00013994,19920217,122,33
GHCND:USW00013994,19920218,111,56
GHCND:USW00013994,19920219,56,33
GHCND:USW00013994,19920220,172,17
GHCND:USW00013994,19920221,178,44
GHCND:USW00013994,19920222,217,100
GHCND:USW00013994,19920223,139,83
GHCND:USW00013994,19920224,133,44
GHCND:USW00013994,19920225,44,-6
GHCND:USW00013994,19920226,100,-6
GHCND:USW00013994,19920227,156,33
GHCND:USW00013994,19920228,211,50
GHCND:USW00013994,19920229,117,6
GHCND:USW00013994,19920301,256,56
GHCND:USW00013994,19920302,261,144
GHCND:USW00013994,19920303,250,144
GHCND:USW00013994,19920304,217,139
GHCND:USW00013994,19920305,217,144
GHCND:USW00013994,19920306,217,139
GHCND:USW00013994,19920307,178,106
GHCND:USW00013994,19920308,233,83
GHCND:USW00013994,19920309,200,17
GHCND:USW00013994,19920310,17,-44
GHCND:USW00013994,19920311,44,-67
GHCND:USW00013994,19920312,39,-39
GHCND:USW00013994,19920313,78,-61
GHCND:USW00013994,19920314,128,0
GHCND:USW00013994,19920315,61,-11
GHCND:USW00013994,19920316,139,-11
GHCND:USW00013994,19920317,183,106
GHCND:USW00013994,19920318,106,22
GHCND:USW00013994,19920319,78,0
GHCND:USW00013994,19920320,117,28
GHCND:USW00013994,19920321,167,33
GHCND:USW00013994,19920322,106,-6
GHCND:USW00013994,19920323,133,-22
GHCND:USW00013994,19920324,161,22
GHCND:USW00013994,19920325,117,61
GHCND:USW00013994,19920326,167,22
GHCND:USW00013994,19920327,111,-6
GHCND:USW00013994,19920328,133,50
GHCND:USW00013994,19920329,144,72
GHCND:USW00013994,19920330,89,39
GHCND:USW00013994,19920331,167,17
GHCND:USW00013994,19920401,72,-6
GHCND:USW00013994,19920402,78,-11
GHCND:USW00013994,19920403,144,11
GHCND:USW00013994,19920404,144,44
GHCND:USW00013994,19920405,150,22
GHCND:USW00013994,19920406,189,78
GHCND:USW00013994,19920407,211,83
GHCND:USW00013994,19920408,233,78
GHCND:USW00013994,19920409,256,150
GHCND:USW00013994,19920410,294,144
GHCND:USW00013994,19920411,250,94
GHCND:USW00013994,19920412,139,61
GHCND:USW00013994,19920413,200,39
GHCND:USW00013994,19920414,294,156
GHCND:USW00013994,19920415,306,167
GHCND:USW00013994,19920416,267,161
GHCND:USW00013994,19920417,167,133
GHCND:USW00013994,19920418,261,144
GHCND:USW00013994,19920419,222,156
GHCND:USW00013994,19920420,217,89
GHCND:USW00013994,19920421,117,61
GHCND:USW00013994,19920422,211,44
GHCND:USW00013994,19920423,289,139
GHCND:USW00013994,19920424,167,83
GHCND:USW00013994,19920425,122,67
GHCND:USW00013994,19920426,106,67
GHCND:USW00013994,19920427,128,67
GHCND:USW00013994,19920428,178,33
GHCND:USW00013994,19920429,256,111
GHCND:USW00013994,19920430,306,144
GHCND:USW00013994,19920501,306,183
GHCND:USW00013994,19920502,267,139
GHCND:USW00013994,19920503,244,117
GHCND:USW00013994,19920504,206,122
GHCND:USW00013994,19920505,150,78
GHCND:USW00013994,19920506,178,44
GHCND:USW00013994,19920507,217,56
GHCND:USW00013994,19920508,244,72
GHCND:USW00013994,19920509,278,111
GHCND:USW00013994,19920510,289,167
GHCND:USW00013994,19920511,283,172
GHCND:USW00013994,19920512,233,161
GHCND:USW00013994,19920513,233,161
GHCND:USW00013994,19920514,172,128
GHCND:USW00013994,19920515,272,128
GHCND:USW00013994,19920516,300,183
GHCND:USW00013994,19920517,250,200
GHCND:USW00013994,19920518,256,178
GHCND:USW00013994,19920519,267,167
GHCND:USW00013994,19920520,278,178
GHCND:USW00013994,19920521,272,206
GHCND:USW00013994,19920522,272,183
GHCND:USW00013994,19920523,250,117
GHCND:USW00013994,19920524,178,89
GHCND:USW00013994,19920525,172,78
GHCND:USW00013994,19920526,161,94
GHCND:USW00013994,19920527,167,78
GHCND:USW00013994,19920528,211,94
GHCND:USW00013994,19920529,200,128
GHCND:USW00013994,19920530,250,100
GHCND:USW00013994,19920531,278,139
GHCND:USW00013994,19920601,256,172
GHCND:USW00013994,19920602,261,172
GHCND:USW00013994,19920603,211,172
GHCND:USW00013994,19920604,250,150
GHCND:USW00013994,19920605,289,172
GHCND:USW00013994,19920606,267,189
GHCND:USW00013994,19920607,278,172
GHCND:USW00013994,19920608,289,172
GHCND:USW00013994,19920609,294,178
GHCND:USW00013994,19920610,250,200
GHCND:USW00013994,19920611,283,183
GHCND:USW00013994,19920612,300,150
GHCND:USW00013994,19920613,300,167
GHCND:USW00013994,19920614,317,194
GHCND:USW00013994,19920615,294,200
GHCND:USW00013994,19920616,333,228
GHCND:USW00013994,19920617,344,250
GHCND:USW00013994,19920618,328,222
GHCND:USW00013994,19920619,306,194
GHCND:USW00013994,19920620,211,139
GHCND:USW00013994,19920621,217,106
GHCND:USW00013994,19920622,244,122
GHCND:USW00013994,19920623,317,194
GHCND:USW00013994,19920624,317,206
GHCND:USW00013994,19920625,306,183
GHCND:USW00013994,19920626,272,189
GHCND:USW00013994,19920627,267,150
GHCND:USW00013994,19920628,283,167
GHCND:USW00013994,19920629,300,206
GHCND:USW00013994,19920630,317,222
GHCND:USW00013994,19920701,306,222
GHCND:USW00013994,19920702,361,144
GHCND:USW00013994,19920703,272,194
GHCND:USW00013994,19920704,300,178
GHCND:USW00013994,19920705,311,222
GHCND:USW00013994,19920706,294,194
GHCND:USW00013994,19920707,322,222
GHCND:USW00013994,19920708,344,256
GHCND:USW00013994,19920709,350,261
GHCND:USW00013994,19920710,333,239
GHCND:USW00013994,19920711,306,228
GHCND:USW00013994,19920712,350,233
GHCND:USW00013994,19920713,356,261
GHCND:USW00013994,19920714,311,211
GHCND:USW00013994,19920715,306,189
GHCND:USW00013994,19920716,300,217
GHCND:USW00013994,19920717,311,194
GHCND:USW00013994,19920718,306,200
GHCND:USW00013994,19920719,328,217
GHCND:USW00013994,19920720,306,211
GHCND:USW00013994,19920721,233,189
GHCND:USW00013994,19920722,306,206
GHCND:USW00013994,19920723,322,233
GHCND:USW00013994,19920724,306,222
GHCND:USW00013994,19920725,328,244
GHCND:USW00013994,19920726,283,233
GHCND:USW00013994,19920727,283,206
GHCND:USW00013994,19920728,317,189
GHCND:USW00013994,19920729,311,211
GHCND:USW00013994,19920730,294,194
GHCND:USW00013994,19920731,222,178
GHCND:USW00013994,19920801,272,150
GHCND:USW00013994,19920802,311,189
GHCND:USW00013994,19920803,283,206
GHCND:USW00013994,19920804,267,172
GHCND:USW00013994,19920805,289,178
GHCND:USW00013994,19920806,283,178
GHCND:USW00013994,19920807,256,200
GHCND:USW00013994,19920808,350,256
GHCND:USW00013994,19920809,356,261
GHCND:USW00013994,19920810,317,228
GHCND:USW00013994,19920811,283,189
GHCND:USW00013994,19920812,289,178
GHCND:USW00013994,19920813,228,161
GHCND:USW00013994,19920814,239,139
GHCND:USW00013994,19920815,228,106
GHCND:USW00013994,19920816,250,133
GHCND:USW00013994,19920817,267,156
GHCND:USW00013994,19920818,294,167
GHCND:USW00013994,19920819,267,183
GHCND:USW00013994,19920820,261,161
GHCND:USW00013994,19920821,289,150
GHCND:USW00013994,19920822,294,183
GHCND:USW00013994,19920823,317,211
GHCND:USW00013994,19920824,311,211
GHCND:USW00013994,19920825,339,228
GHCND:USW00013994,19920826,328,206
GHCND:USW00013994,19920827,217,150
GHCND:USW00013994,19920828,239,128
GHCND:USW00013994,19920829,306,156
GHCND:USW00013994,19920830,239,183
GHCND:USW00013994,19920831,222,161
GHCND:USW00013994,19920901,278,172
GHCND:USW00013994,19920902,289,200
GHCND:USW00013994,19920903,300,194
GHCND:USW00013994,19920904,300,167
GHCND:USW00013994,19920905,294,200
GHCND:USW00013994,19920906,300,206
GHCND:USW00013994,19920907,322,194
GHCND:USW00013994,19920908,233,172
GHCND:USW00013994,19920909,328,183
GHCND:USW00013994,19920910,250,150
GHCND:USW00013994,19920911,228,122
GHCND:USW00013994,19920912,250,133
GHCND:USW00013994,19920913,289,161
GHCND:USW00013994,19920914,311,183
GHCND:USW00013994,19920915,317,222
GHCND:USW00013994,19920916,306,211
GHCND:USW00013994,19920917,300,200
GHCND:USW00013994,19920918,267,150
GHCND:USW00013994,19920919,211,111
GHCND:USW00013994,19920920,222,150
GHCND:USW00013994,19920921,267,206
GHCND:USW00013994,19920922,211,122
GHCND:USW00013994,19920923,200,83
GHCND:USW00013994,19920924,222,83
GHCND:USW00013994,19920925,217,178
GHCND:USW00013994,19920926,239,122
GHCND:USW00013994,19920927,233,111
GHCND:USW00013994,19920928,189,100
GHCND:USW00013994,19920929,194,61
GHCND:USW00013994,19920930,217,67
GHCND:USW00013994,19921001,233,106
GHCND:USW00013994,19921002,256,122
GHCND:USW00013994,19921003,267,139
GHCND:USW00013994,19921004,261,144
GHCND:USW00013994,19921005,228,122
GHCND:USW00013994,19921006,233,83
GHCND:USW00013994,19921007,228,128
GHCND:USW00013994,19921008,172,94
GHCND:USW00013994,19921009,194,89
GHCND:USW00013994,19921010,200,94
GHCND:USW00013994,19921011,189,56
GHCND:USW00013994,19921012,233,89
GHCND:USW00013994,19921013,233,67
GHCND:USW00013994,19921014,311,183
GHCND:USW00013994,19921015,267,139
GHCND:USW00013994,19921016,139,56
GHCND:USW00013994,19921017,122,33
GHCND:USW00013994,19921018,122,33
GHCND:USW00013994,19921019,100,11
GHCND:USW00013994,19921020,211,56
GHCND:USW00013994,19921021,256,111
GHCND:USW00013994,19921022,267,156
GHCND:USW00013994,19921023,272,161
GHCND:USW00013994,19921024,233,122
GHCND:USW00013994,19921025,233,94
GHCND:USW00013994,19921026,200,111
GHCND:USW00013994,19921027,178,56
GHCND:USW00013994,19921028,206,61
GHCND:USW00013994,19921029,128,89
GHCND:USW00013994,19921030,128,83
GHCND:USW00013994,19921031,144,100
GHCND:USW00013994,19921101,194,139
GHCND:USW00013994,19921102,139,50
GHCND:USW00013994,19921103,72,17
GHCND:USW00013994,19921104,44,6
GHCND:USW00013994,19921105,39,6
GHCND:USW00013994,19921106,28,6
GHCND:USW00013994,19921107,50,0
GHCND:USW00013994,19921108,150,17
GHCND:USW00013994,19921109,128,89
GHCND:USW00013994,19921110,156,100
GHCND:USW00013994,19921111,139,106
GHCND:USW00013994,19921112,139,28
GHCND:USW00013994,19921113,61,-6
GHCND:USW00013994,19921114,44,-11
GHCND:USW00013994,19921115,61,-22
GHCND:USW00013994,19921116,189,22
GHCND:USW00013994,19921117,178,83
GHCND:USW00013994,19921118,94,72
GHCND:USW00013994,19921119,139,72
GHCND:USW00013994,19921120,189,128
GHCND:USW00013994,19921121,144,72
GHCND:USW00013994,19921122,111,44
GHCND:USW00013994,19921123,67,33
GHCND:USW00013994,19921124,67,56
GHCND:USW00013994,19921125,117,44
GHCND:USW00013994,19921126,44,-6
GHCND:USW00013994,19921127,6,-11
GHCND:USW00013994,19921128,67,-28
GHCND:USW00013994,19921129,94,-6
GHCND:USW00013994,19921130,50,6
GHCND:USW00013994,19921201,72,-11
GHCND:USW00013994,19921202,61,-6
GHCND:USW00013994,19921203,67,0
GHCND:USW00013994,19921204,67,-39
GHCND:USW00013994,19921205,-11,-67
GHCND:USW00013994,19921206,11,-39
GHCND:USW00013994,19921207,39,-22
GHCND:USW00013994,19921208,67,-22
GHCND:USW00013994,19921209,11,-11
GHCND:USW00013994,19921210,39,11
GHCND:USW00013994,19921211,17,-17
GHCND:USW00013994,19921212,61,-17
GHCND:USW00013994,19921213,33,0
GHCND:USW00013994,19921214,100,6
GHCND:USW00013994,19921215,128,44
GHCND:USW00013994,19921216,67,28
GHCND:USW00013994,19921217,39,0
GHCND:USW00013994,19921218,50,0
GHCND:USW00013994,19921219,100,6
GHCND:USW00013994,19921220,6,-44
GHCND:USW00013994,19921221,78,-33
GHCND:USW00013994,19921222,89,-17
GHCND:USW00013994,19921223,117,-78
GHCND:USW00013994,19921224,-28,-117
GHCND:USW00013994,19921225,39,-50
GHCND:USW00013994,19921226,22,-67
GHCND:USW00013994,19921227,39,-44
GHCND:USW00013994,19921228,56,-11
GHCND:USW00013994,19921229,150,56
GHCND:USW00013994,19921230,189,67
